135.85|17.31
109.12|64.88
67.97|104.86
155.06|153.1
126.0|204.5
42.33|119.88
163.93|92.05
180.32|111.1
64.41|126.74
100.54|54.66
52.77|78.06
76.41|143.57
158.58|157.76
157.01|101.01
159.98|147.93
109.7|133.97
203.52|95.23
75.26|103.13
164.24|106.9
204.3|116.02
154.34|140.05
159.24|168.01
89.61|133.09
103.96|168.76
153.25|173.32
100.22|121.47
111.02|49.6
45.66|112.41
155.84|96.6
139.78|149.22
147.96|172.87
157.74|40.43
35.64|102.53
108.92|148.01
86.68|82.01
156.38|154.72
136.61|78.21
78.31|56.51
105.7|144.08
101.72|54.97
89.66|43.86
69.88|120.38
147.49|145.92
103.35|158.62
96.61|92.3
101.69|98.78
63.54|115.54
199.66|82.82
228.87|92.68
81.85|102.51
145.95|151.52
84.02|107.91
89.98|97.82
228.35|63.27
159.67|164.7
180.87|93.7
194.71|99.99
67.66|98.34
214.13|93.27
156.5|55.95
107.11|145.79
124.45|114.01
151.53|153.55
101.33|155.07
168.8|160.96
56.69|75.0
186.17|93.59
91.81|117.41
106.42|163.37
157.81|157.76
112.29|164.35
62.54|111.02
132.75|155.05
89.79|55.96
158.4|165.36
145.88|154.8
140.31|157.34
129.08|61.53
133.22|143.15
200.51|98.27
137.68|50.55
154.87|170.28
132.08|181.22
68.45|93.6
191.17|125.88
161.25|69.32
56.18|123.79
146.15|95.23
76.75|107.91
158.97|161.15
170.97|83.28
173.99|84.55
108.26|164.7
152.88|169.77
46.6|75.82
169.2|125.11
103.5|54.84
121.92|89.35
147.07|138.59
186.78|120.77
107.3|92.13
152.32|152.19
100.05|102.67
61.75|101.78
104.82|59.22
50.42|89.75
57.99|71.37
154.67|157.4
149.23|168.58
186.78|101.52
60.65|62.58
69.31|96.1
160.79|33.5
144.43|100.83
109.33|150.94
65.14|77.09
157.38|163.18
187.63|62.55
190.53|136.76
113.1|109.65
142.15|144.31
135.3|143.41
101.46|80.29
150.57|81.86
154.54|168.76
88.11|117.04
174.31|127.69
145.44|86.61
36.52|100.11
135.81|143.41
145.71|157.64
147.49|86.68
124.45|143.57
128.0|95.94
77.77|107.52
127.27|71.62
144.31|131.23
55.03|118.24
142.11|81.46
157.11|169.57
110.26|165.58
156.72|54.49
177.32|107.85
131.23|21.98
172.59|85.81
142.69|156.75
148.0|163.54
50.22|85.56
56.4|121.18
197.93|108.61
174.9|78.94
174.06|65.54
156.84|150.06
71.19|84.29
148.61|144.75
133.97|53.86
137.85|78.98
113.32|86.13
198.56|86.97
161.17|64.24
67.89|88.31
121.25|78.57
184.76|50.85
164.89|159.42
72.0|169.19
118.6|155.28
159.75|167.38
90.93|140.29
162.83|137.63
150.01|180.42
120.53|96.75
84.24|95.67
99.3|86.61
181.95|124.14
143.41|160.65
157.75|165.21
181.45|118.77
119.8|190.46
158.61|158.69
110.76|152.64
176.41|90.42
105.31|159.23
53.27|63.55
78.33|63.31
92.21|39.97
85.56|67.42
83.46|175.5
169.52|155.19
157.41|133.32
107.95|160.14
217.51|97.85
152.45|162.17
71.15|77.76
76.51|49.21
66.17|126.16
211.64|81.54
149.0|43.0
45.88|74.33
138.65|171.3
170.59|127.69
165.04|39.73
140.19|153.04
133.78|139.35
217.38|116.02
169.14|63.1
147.88|157.43
187.21|114.0
152.8|145.88
229.2|53.16
163.48|166.9
122.04|180.65
91.79|128.74
60.65|77.81
150.3|170.94
153.34|164.35
156.38|153.71
180.32|35.36
136.61|151.18
131.04|142.05
143.85|138.12
119.71|151.85
100.99|77.61
120.4|153.71
144.97|90.79
190.17|111.16
79.86|178.03
148.99|159.63
137.84|134.28
112.9|77.59
199.06|137.86
55.91|92.41
49.7|77.06
115.08|166.54
114.85|102.84
147.9|122.13
185.41|102.93
91.63|33.68
217.79|99.45
145.0|165.72
164.06|98.59
97.31|32.81
152.54|159.13
152.76|72.13
136.31|141.38
106.27|164.71
101.99|141.71
142.4|146.96
145.95|146.45
103.59|101.2
129.2|96.83
113.03|66.85
139.85|152.59
124.13|146.51
212.34|106.46
133.57|151.18
199.93|119.86
197.36|82.9
157.93|163.14
105.57|150.3
188.03|44.99
143.41|145.59
101.33|110.44
115.02|152.53
136.42|151.43
139.52|140.05
199.19|119.57
153.03|172.13
123.07|191.75
120.77|31.59
128.2|182.96
148.78|156.24
116.66|114.43
156.88|164.86
123.94|108.02
177.53|65.64
74.95|118.33
185.6|129.71
119.0|66.42
107.91|153.91
191.18|47.57
187.93|27.82
156.36|169.27
114.3|51.75
152.81|162.68
89.43|111.46
141.64|150.66
105.97|133.57
60.5|111.07
105.94|75.45
191.1|111.46
126.0|204.5
176.21|114.5
124.1|92.19
70.66|90.98
156.6|84.08
60.21|78.82
83.55|100.36
208.32|105.88
160.43|169.92
171.58|115.2
129.74|105.07
132.39|136.62
88.63|121.41
113.3|160.3
46.73|78.31
133.07|94.42
99.8|103.02
83.75|125.15
194.51|33.07
131.07|181.44
114.82|187.34
159.47|165.72
137.16|108.42
110.93|186.19
154.0|170.79
85.48|77.37
147.31|140.82
122.12|140.36
173.94|64.42
105.23|97.65
126.41|34.95
112.8|147.63
117.36|136.48
144.72|155.74
179.97|94.85
106.67|144.2
46.73|130.94
151.88|154.07
125.86|104.44
175.3|97.73
143.48|25.07
157.1|159.48
69.86|86.83
177.54|72.65
154.72|79.12
139.27|152.5
141.59|148.62
164.71|161.15
127.54|88.61
193.71|83.14
128.54|177.38
165.52|105.99
63.04|75.79
147.98|172.82
160.31|163.83
212.36|85.41
104.43|161.73
210.05|126.79
156.96|170.28
66.2|48.29
150.24|105.92
104.33|136.31
122.55|57.6
161.97|148.48
81.25|80.4
116.62|41.68
162.9|43.05
162.27|92.83
31.82|103.54
161.49|168.38
150.58|151.43
164.81|158.96
155.85|83.56
177.86|111.62
161.96|165.44
151.53|172.31
118.06|153.04
104.88|162.68
158.63|153.04
151.02|149.49
152.59|143.9
108.79|142.69
74.04|120.33
142.33|98.27
84.84|132.8
90.12|74.03
99.44|105.74
115.15|139.86
116.03|170.28
134.12|146.96
142.63|137.54
96.12|102.56
194.81|96.18
130.18|189.46
183.14|120.5
145.2|149.35
115.38|85.37
94.05|102.02
182.22|109.62
171.93|104.61
83.79|65.15
151.78|162.86
94.41|63.23
160.94|163.84
70.23|126.85
